idx,text_bilstm,true_label_bilstm,pred_label_bilstm,pred_prob_bilstm,text_llama,true_label_llama,pred_label_llama,pred_prob_llama,category
2003,"Most critics have written devastating about that Michalkov-movie, but I wanted it to see myself. And, unfortunately, they are right. The film had the greatest budget ever in Russian movie history, two international stars, colorful mass scenes, apparently shot quite close to the Kremlin - but in the end it appears to be a nice, sweet nothing. You would not believe, that this director earlier has made masterpieces like Urga and Burnt By the Sun. The characters in the storyline are not convincing, neither Jane nor McCracken nor Andrej. Only general Radlov worth being mentioned. It remains on the surface all the time. Politically it is to me a glorification of the army, and especially the Russian one with values like honor and duty. And, having lived at least half a year in Siberia: My Russia is much more than the one that is depicted in Michalkovs movie. Regarding ""Burnt By The Sun"" by the same director as a no-question-10-points-movie, one of the best I ever seen in my entire life, I was totally disappointed by that one. Sorry. Nevertheless, Michalkovs unique talent in delivering amazingly beautiful pictures is still there.",0,1,0.9783170819282532,"Most critics have written devastating about that Michalkov-movie, but I wanted it to see myself. And, unfortunately, they are right. The film had the greatest budget ever in Russian movie history, two international stars, colorful mass scenes, apparently shot quite close to the Kremlin - but in the end it appears to be a nice, sweet nothing. You would not believe, that this director earlier has made masterpieces like Urga and Burnt By the Sun. The characters in the storyline are not convincing, neither Jane nor McCracken nor Andrej. Only general Radlov worth being mentioned. It remains on the surface all the time. Politically it is to me a glorification of the army, and especially the Russian one with values like honor and duty. And, having lived at least half a year in Siberia: My Russia is much more than the one that is depicted in Michalkovs movie. Regarding ""Burnt By The Sun"" by the same director as a no-question-10-points-movie, one of the best I ever seen in my entire life, I was totally disappointed by that one. Sorry. Nevertheless, Michalkovs unique talent in delivering amazingly beautiful pictures is still there.",0,0,0.00970458984375,llama_correct_bilstm_wrong
2007,"An anthology is always risky business and I think this endeavor should be praised. There's a lot of talent involved here. A great many talented actors, directors and writers. Unfortunately, I couldn't really enjoy this movie based on three issues I had.<br /><br />First of all, the segments vary incredibly in tone and quality. And unfortunately some of them clash with the others. <br /><br />Secondly, several segments feel underdeveloped to me. Like seeds of good stories that never come to fruition. I'm not talking about happy endings here (or even an ending period) but rather, they lack even basic development or even solid setups that draw you in. <br /><br />Last but not least, I did not feel New-York and its inhabitants were properly portrayed.<br /><br />What you're left with is high-brow short films that may still be of interest to some but will leave the average viewer unsatisfied.",0,1,0.9515405297279358,"An anthology is always risky business and I think this endeavor should be praised. There's a lot of talent involved here. A great many talented actors, directors and writers. Unfortunately, I couldn't really enjoy this movie based on three issues I had.<br /><br />First of all, the segments vary incredibly in tone and quality. And unfortunately some of them clash with the others. <br /><br />Secondly, several segments feel underdeveloped to me. Like seeds of good stories that never come to fruition. I'm not talking about happy endings here (or even an ending period) but rather, they lack even basic development or even solid setups that draw you in. <br /><br />Last but not least, I did not feel New-York and its inhabitants were properly portrayed.<br /><br />What you're left with is high-brow short films that may still be of interest to some but will leave the average viewer unsatisfied.",0,0,0.0849609375,llama_correct_bilstm_wrong
2008,"I rented this movie from my local library and thought it might be good considering I like this type of movie and considering who was in it but boy was I wrong. The acting stunk, the fight scenes were just as bad and they got a couple of known people to be in it but didn't cast anyone with acting ability to play the lead? I noticed some people gave it a 10. Why would you ever consider giving this pile of horse **** a 10. You can say it's worth a 10 for the sheer comedy of it but when you vote on a movie that's not supposed to be a comedy you can't give it a 10 for comedy. You have to rate it on what it was supposed to actually be like and not for something the director wasn't intending. Maybe some of you voted 10 cause you thought it would be funny to have this crappy movie have a high rating so that people would go out and rent or buy it cause you think it's fun to mislead people. You're playing with peoples time and money which you have no right to do. If the movie sucked give it a bad rating if it was good give it a good rating but don't lie. I gave this movie a 4 and am glad that I was able to check this out for free from my library cause this movie sucked and really isn't worth paying a cent to see.",0,1,0.6440971493721008,"I rented this movie from my local library and thought it might be good considering I like this type of movie and considering who was in it but boy was I wrong. The acting stunk, the fight scenes were just as bad and they got a couple of known people to be in it but didn't cast anyone with acting ability to play the lead? I noticed some people gave it a 10. Why would you ever consider giving this pile of horse **** a 10. You can say it's worth a 10 for the sheer comedy of it but when you vote on a movie that's not supposed to be a comedy you can't give it a 10 for comedy. You have to rate it on what it was supposed to actually be like and not for something the director wasn't intending. Maybe some of you voted 10 cause you thought it would be funny to have this crappy movie have a high rating so that people would go out and rent or buy it cause you think it's fun to mislead people. You're playing with peoples time and money which you have no right to do. If the movie sucked give it a bad rating if it was good give it a good rating but don't lie. I gave this movie a 4 and am glad that I was able to check this out for free from my library cause this movie sucked and really isn't worth paying a cent to see.",0,0,0.0011672973632812,llama_correct_bilstm_wrong
2011,"I watched this episode with high hopes after seeing it on so many people's ""Favourite episodes"" list. I'm not boasting in any way, but from the start, I realised they were in some sort of toybox/can, with the huge eye looking down on them, to the type of characters in there. Even though throughout the episode, the questions of ""Who are we?"", ""Where are we?"", ""What's outside?"" carry the suspense of the episode (which I unfortunately already figured out), I must say that different types of characters and the interaction between them did make the episode interesting enough. Although the twist of the story may have been harder to guess if ALL of them were (toy) soldiers.",0,1,0.7872774600982666,"I watched this episode with high hopes after seeing it on so many people's ""Favourite episodes"" list. I'm not boasting in any way, but from the start, I realised they were in some sort of toybox/can, with the huge eye looking down on them, to the type of characters in there. Even though throughout the episode, the questions of ""Who are we?"", ""Where are we?"", ""What's outside?"" carry the suspense of the episode (which I unfortunately already figured out), I must say that different types of characters and the interaction between them did make the episode interesting enough. Although the twist of the story may have been harder to guess if ALL of them were (toy) soldiers.",0,0,0.349609375,llama_correct_bilstm_wrong
2021,"As I post this comment, IMDb currently rates Alfred Hitchcock's subpar Saboteur a 7.3/10. Personally, I rated it less than half that. Honestly, I can't tell how a movie this bad could've come from what is probably the most consistently good director I know of. I've seen about 10 other Hitch movies from the 30's-60's. Vertigo is thus far my hands down favorite while Saboteur is easily the worst. It's hard to believe that 7 years earlier Hitch used the very same formula in The 39 Steps far more competently. My recommendation would be to see that instead and avoid this like the plague. It's the only Hitchcock movie that I turned off before before the end and have no desire to go back and see the rest. If you must watch it, then rent or borrow. Don't make the mistake I did and buy the DVD on good faith earned through Notorious, Rebecca, Vertigo, Rear Window, etc. Even a master screws up sometimes, I guess.<br /><br />EDIT: Maybe I was a bit harder on this film than I should've been. It's certainly nowhere near Ed Wood or Manos or anything like that, but there's three reasons I feel I must rate it so low:<br /><br />1) The name ""Hitchcock"" brings with it certain expectations of quality. This film delivers on a few of them, but they're way overshadowed by the darn near non-sensical plotting.<br /><br />2) I want to compensate a bit for all the 8+ ratings this film is getting. Hitchcock is like the John Coltrane of directors. True fans will find reasons to consider anything by him a work of art, but the high rating on IMDb gives more casual movie enthusiasts like myself the impression that this movie is far better than it actually is. <br /><br />3) I spent $18 on this. Maybe if it'd cost me $5 or even $10 I'd probably be a bit less bitter. ;)",0,1,0.6646828055381775,"As I post this comment, IMDb currently rates Alfred Hitchcock's subpar Saboteur a 7.3/10. Personally, I rated it less than half that. Honestly, I can't tell how a movie this bad could've come from what is probably the most consistently good director I know of. I've seen about 10 other Hitch movies from the 30's-60's. Vertigo is thus far my hands down favorite while Saboteur is easily the worst. It's hard to believe that 7 years earlier Hitch used the very same formula in The 39 Steps far more competently. My recommendation would be to see that instead and avoid this like the plague. It's the only Hitchcock movie that I turned off before before the end and have no desire to go back and see the rest. If you must watch it, then rent or borrow. Don't make the mistake I did and buy the DVD on good faith earned through Notorious, Rebecca, Vertigo, Rear Window, etc. Even a master screws up sometimes, I guess.<br /><br />EDIT: Maybe I was a bit harder on this film than I should've been. It's certainly nowhere near Ed Wood or Manos or anything like that, but there's three reasons I feel I must rate it so low:<br /><br />1) The name ""Hitchcock"" brings with it certain expectations of quality. This film delivers on a few of them, but they're way overshadowed by the darn near non-sensical plotting.<br /><br />2) I want to compensate a bit for all the 8+ ratings this film is getting. Hitchcock is like the John Coltrane of directors. True fans will find reasons to consider anything by him a work of art, but the high rating on IMDb gives more casual movie enthusiasts like myself the impression that this movie is far better than it actually is. <br /><br />3) I spent $18 on this. Maybe if it'd cost me $5 or even $10 I'd probably be a bit less bitter. ;)",0,0,0.007568359375,llama_correct_bilstm_wrong
2043,"This movie is another horror anthology. It is rather good, but it could have used a bit more. I compare it to ""Doctor Terror's House of Horrors"", though in this one the title fits. It has four stories all somewhat connected by a house. The first tale is about a writer and his wife moving in. He creates a killer for his latest novel and then he starts seeing the killer roaming around in his house. This one is sort of predictable, but it does throw a few twists in the end. The next story is a bit more unpredictable, and you really do not know where the heck it is going. This one features Peter Cushing and was probably my favorite of the bunch. This guy buys the house, but it is not the house that takes center stage, but a rather strange wax museum. The third story starts out rather good and features Christopher Lee. This one has him as a rather bizarre dad who seems awfully protective of his daughter. The problem is that once you know what is going on the story does not end soon enough. It drags a bit leading to a very predictable conclusion. Then the final tale concerns an actor buying a cloak from an odd little shop. The actor really gets what he paid for. Then there is a small story about an officer who is seen throughout trying to find out what happened to this actor and then an explanation of why these things happened. Though I was not very satisfied with the explanation as I don't think it really explained Cushing's story much at all. I think they needed a bit more back story for that one. All in all though it was an interesting set of stories.",1,0,0.2819148302078247,"This movie is another horror anthology. It is rather good, but it could have used a bit more. I compare it to ""Doctor Terror's House of Horrors"", though in this one the title fits. It has four stories all somewhat connected by a house. The first tale is about a writer and his wife moving in. He creates a killer for his latest novel and then he starts seeing the killer roaming around in his house. This one is sort of predictable, but it does throw a few twists in the end. The next story is a bit more unpredictable, and you really do not know where the heck it is going. This one features Peter Cushing and was probably my favorite of the bunch. This guy buys the house, but it is not the house that takes center stage, but a rather strange wax museum. The third story starts out rather good and features Christopher Lee. This one has him as a rather bizarre dad who seems awfully protective of his daughter. The problem is that once you know what is going on the story does not end soon enough. It drags a bit leading to a very predictable conclusion. Then the final tale concerns an actor buying a cloak from an odd little shop. The actor really gets what he paid for. Then there is a small story about an officer who is seen throughout trying to find out what happened to this actor and then an explanation of why these things happened. Though I was not very satisfied with the explanation as I don't think it really explained Cushing's story much at all. I think they needed a bit more back story for that one. All in all though it was an interesting set of stories.",1,1,0.95703125,llama_correct_bilstm_wrong
2045,"As many know, this is the feature film debut of Edward D. Wood Jr. as as a writer/producer/director/actor. I have been a fan of Ed Wood for several years now. While I don't like this as much as some of his other films it was probably the largest insight that the cinematic going public gets of Wood during his life. Everybody knows that he was a transvestite. This film is about changing one's sex and how being a transvestite can create conflict in relationships with loved ones. This film is way ahead of its time in dealing with this subject matter and how it deals with it. However, the film still contains Wood's usual pitfalls of bad dialog, meaningless stock footage, and hokey special effects. Throw in Wood's usual overdose of Bela Lugosi hamming it up and you have Wood's first attempt at being a director.<br /><br />The plot is that a police inspector goes to a doctor after he discovers the body of a transvestite who committed suicide for advice on how to avoid further problems along these lines. The doctor tells him the story of Glen, who is also a transvestite. Glen wants to marry Barbara, but can't bring himself to tell her about his secret. He also tells the inspector about Alan who undergoes a sex change because he is really more suited to being a woman. Bela Lugosi plays a scientist who seems to add some kind of running commentary on what is going on (Lugosi's part really isn't well defined and proves to be most likely a vehicle for Wood to have a star in his film and Lugosi to get some cash).<br /><br />All in all, the movie shows the hallmarks of Wood's career. It was obviously shot on a very low budget and has quite a few things thrown in rather haphazardly. It definitely has the ""it's so bad, it's good"" feel to it. However, I do have to applaud Ed on his progressive thinking in making this film. Transvestitism and sex changes were not extremely open subjects in the early 50s. Wood took a big risk in making a film that portrays transvestites as people who are not sexual deviants and putting a more human face on cross-dressing.",0,0,0.2812108993530273,"As many know, this is the feature film debut of Edward D. Wood Jr. as as a writer/producer/director/actor. I have been a fan of Ed Wood for several years now. While I don't like this as much as some of his other films it was probably the largest insight that the cinematic going public gets of Wood during his life. Everybody knows that he was a transvestite. This film is about changing one's sex and how being a transvestite can create conflict in relationships with loved ones. This film is way ahead of its time in dealing with this subject matter and how it deals with it. However, the film still contains Wood's usual pitfalls of bad dialog, meaningless stock footage, and hokey special effects. Throw in Wood's usual overdose of Bela Lugosi hamming it up and you have Wood's first attempt at being a director.<br /><br />The plot is that a police inspector goes to a doctor after he discovers the body of a transvestite who committed suicide for advice on how to avoid further problems along these lines. The doctor tells him the story of Glen, who is also a transvestite. Glen wants to marry Barbara, but can't bring himself to tell her about his secret. He also tells the inspector about Alan who undergoes a sex change because he is really more suited to being a woman. Bela Lugosi plays a scientist who seems to add some kind of running commentary on what is going on (Lugosi's part really isn't well defined and proves to be most likely a vehicle for Wood to have a star in his film and Lugosi to get some cash).<br /><br />All in all, the movie shows the hallmarks of Wood's career. It was obviously shot on a very low budget and has quite a few things thrown in rather haphazardly. It definitely has the ""it's so bad, it's good"" feel to it. However, I do have to applaud Ed on his progressive thinking in making this film. Transvestitism and sex changes were not extremely open subjects in the early 50s. Wood took a big risk in making a film that portrays transvestites as people who are not sexual deviants and putting a more human face on cross-dressing.",0,1,0.62109375,bilstm_correct_llama_wrong
2052,"Epic early film, directed by D.W. Griffith. Mae Marsh, her little sister, and their dogs are orphaned - they must go to live with an uncle. Aboard their coach is young couple Lillian Gish and Robert Harron, celebrating the birth of their first child. The coach arrives in Elderbush Gluch. Marsh's uncle tells her she can't keep the dogs, and they are put out. There are Indians (Native Americans) nearby; and, Indians love to eat dog meat (no kidding?). These Indians are hungry! Lionel Barrymore is sympathetic to Ms. Marsh, desiring to help her recover the runaway dogs. While rescuing the puppies, an Indian is shot - resulting in a ""Cowboys vs. Indians"" confrontation.<br /><br />This ""Saga of the American West"" is certainly an important film; however, the reliable Griffith performers begin to overplay their hands, and the story is too contrived. Many of the Griffith elements are in place - some good, and a few bad. ""The Battle at Elderbush Gluch"" foreshadows the later epic, ""Birth of a Nation"". <br /><br />******* The Battle at Elderbush Gulch (3/28/14) D.W. Griffith ~ Mae Marsh, Robert Harron, Lillian Gish",1,0,0.342813104391098,"Epic early film, directed by D.W. Griffith. Mae Marsh, her little sister, and their dogs are orphaned - they must go to live with an uncle. Aboard their coach is young couple Lillian Gish and Robert Harron, celebrating the birth of their first child. The coach arrives in Elderbush Gluch. Marsh's uncle tells her she can't keep the dogs, and they are put out. There are Indians (Native Americans) nearby; and, Indians love to eat dog meat (no kidding?). These Indians are hungry! Lionel Barrymore is sympathetic to Ms. Marsh, desiring to help her recover the runaway dogs. While rescuing the puppies, an Indian is shot - resulting in a ""Cowboys vs. Indians"" confrontation.<br /><br />This ""Saga of the American West"" is certainly an important film; however, the reliable Griffith performers begin to overplay their hands, and the story is too contrived. Many of the Griffith elements are in place - some good, and a few bad. ""The Battle at Elderbush Gluch"" foreshadows the later epic, ""Birth of a Nation"". <br /><br />******* The Battle at Elderbush Gulch (3/28/14) D.W. Griffith ~ Mae Marsh, Robert Harron, Lillian Gish",1,1,0.62109375,llama_correct_bilstm_wrong
2055,"It's a sad state in corporate Hollywood when a movie surprises you by not taking routes you've been seeing in the movie house since day one. I had literally no idea how this film was going to end, because it went left when I expected it to go right, zigged when I expected a zag, etc. This could have easily unraveled into generic suspense thriller, or depressing white trash drama, but it stayed a course all its own till the end. It is a sad story, though. Not because of what happens to Alice, but because of the sad world that surrounds her and leads her down this path.<br /><br />The plot has a quiet dignity of form that's usually reserved for theater, but the pacing could use some tightening up. Either way, it's a very good film, and for some reason I suspect sour grapes from those who have scored this one low.",1,0,0.2351677268743515,"It's a sad state in corporate Hollywood when a movie surprises you by not taking routes you've been seeing in the movie house since day one. I had literally no idea how this film was going to end, because it went left when I expected it to go right, zigged when I expected a zag, etc. This could have easily unraveled into generic suspense thriller, or depressing white trash drama, but it stayed a course all its own till the end. It is a sad story, though. Not because of what happens to Alice, but because of the sad world that surrounds her and leads her down this path.<br /><br />The plot has a quiet dignity of form that's usually reserved for theater, but the pacing could use some tightening up. Either way, it's a very good film, and for some reason I suspect sour grapes from those who have scored this one low.",1,1,0.99609375,llama_correct_bilstm_wrong
2057,"How do I describe the horrors?!!! First, some points: First, this review should be taken with a grain of salt -- I saw this over 20 years ago, when I was a boy, at the Museum of Modern Art in New York City.<br /><br />Secondly, I am giving away some scenes and plot points. However, it does not have much of a plot.<br /><br />Finally, I don't enjoy these type of art films anyway.<br /><br />This film was directed by proto-auteur Luis Bunuel. He was a surrealist and dadaist. These were modernist themes or movements popular critically in the 1920's and early 1930's. Surealism was the school of art that made things hyper-real, yet often had Freudian symbolism. Dadaism is based on what is supposedly the first word made by an infant -- Dada, or father.<br /><br />Made in black and white, it was also made by a band of communists (or as they preferred the term, socialists). Bunuel and his group of fellow film-makers and artistes had been working on a number of symbolic ideas and issues in Spain and France between the world wars.<br /><br />Dadaism and surrealism influenced a lot of artists -- The Police (Doo doo doo da), poet Arthur Rambaud, Edvard Munch (The Scream), Rene Magritte (floating hats in space), Salvador Dali (melting clocks), and even Hitchcock (Psycho). No Norman Rockwell.<br /><br />Here's what I recall most about this film: a girl meets up with a cow; her eye gets slashed by a razor; clownish men cavort in a meadow. There is not, as I said, much of a plot, but then again, that must be the point.<br /><br />This was attacked as porn back then, and would be again today. One of the trade-marks of surrealism is a significant anti-feminism.",0,1,0.7340835928916931,"How do I describe the horrors?!!! First, some points: First, this review should be taken with a grain of salt -- I saw this over 20 years ago, when I was a boy, at the Museum of Modern Art in New York City.<br /><br />Secondly, I am giving away some scenes and plot points. However, it does not have much of a plot.<br /><br />Finally, I don't enjoy these type of art films anyway.<br /><br />This film was directed by proto-auteur Luis Bunuel. He was a surrealist and dadaist. These were modernist themes or movements popular critically in the 1920's and early 1930's. Surealism was the school of art that made things hyper-real, yet often had Freudian symbolism. Dadaism is based on what is supposedly the first word made by an infant -- Dada, or father.<br /><br />Made in black and white, it was also made by a band of communists (or as they preferred the term, socialists). Bunuel and his group of fellow film-makers and artistes had been working on a number of symbolic ideas and issues in Spain and France between the world wars.<br /><br />Dadaism and surrealism influenced a lot of artists -- The Police (Doo doo doo da), poet Arthur Rambaud, Edvard Munch (The Scream), Rene Magritte (floating hats in space), Salvador Dali (melting clocks), and even Hitchcock (Psycho). No Norman Rockwell.<br /><br />Here's what I recall most about this film: a girl meets up with a cow; her eye gets slashed by a razor; clownish men cavort in a meadow. There is not, as I said, much of a plot, but then again, that must be the point.<br /><br />This was attacked as porn back then, and would be again today. One of the trade-marks of surrealism is a significant anti-feminism.",0,0,0.04736328125,llama_correct_bilstm_wrong
2059,""" It had to be You"" is another sign that Hollywood is running out of ideas. This picture is about Charlie Hudson a former police officer turned Author. When Charlie's fiancé goes out of town he's stuck with all of the wedding planning. He spends a week at a fancy hotel and meets Anna Penn a teacher who just happens to also be getting married. The two quickly become friends and set out to plan their separate weddings together. This is when the plot gets boring, Charlie falls in love with Anna and she has to choose between a safe life or Charlie. This movie rips off every romantic comedy ever made and just has you waiting for the end of the movie so you can do something else. Micahel Vartan and Natasha Henstridge give really mediocre performances which just makes this movie all the more gut wrenching to watch.",0,1,0.6940577030181885,""" It had to be You"" is another sign that Hollywood is running out of ideas. This picture is about Charlie Hudson a former police officer turned Author. When Charlie's fiancé goes out of town he's stuck with all of the wedding planning. He spends a week at a fancy hotel and meets Anna Penn a teacher who just happens to also be getting married. The two quickly become friends and set out to plan their separate weddings together. This is when the plot gets boring, Charlie falls in love with Anna and she has to choose between a safe life or Charlie. This movie rips off every romantic comedy ever made and just has you waiting for the end of the movie so you can do something else. Micahel Vartan and Natasha Henstridge give really mediocre performances which just makes this movie all the more gut wrenching to watch.",0,0,0.0005531311035156,llama_correct_bilstm_wrong
2060,"This is another one of those movies that could have been great. The basic premise is good - immortal cat people who kill to live, etc. - sort of a variation on the vampire concept.<br /><br />The thing that makes it all fall apart is the total recklessness of the main characters. Even sociopaths know that you need to keep a low profile if you want to survive - look how long it took to catch the Unibomber, and that was because a family member figured it out.<br /><br />By contrast, the kid (and to a lesser extent, the mom) behave as though they're untouchable. The kid kills without a thought for not leaving evidence or a trail or a living witness. How these people managed to stay alive and undiscovered for a month is unbelievable, let alone decades or centuries.<br /><br />It's really a shame - this could have been so much more if it had been written plausibly, i.e., giving the main characters the level of common sense they would have needed to get by for so long.<br /><br />Other than that, not a bad showing. I loved the bit at the end where every cat in town converges on the house - every time I put out food on the porch and see our cats suddenly rush in from wherever they were before, I think of that scene.",0,1,0.5884236097335815,"This is another one of those movies that could have been great. The basic premise is good - immortal cat people who kill to live, etc. - sort of a variation on the vampire concept.<br /><br />The thing that makes it all fall apart is the total recklessness of the main characters. Even sociopaths know that you need to keep a low profile if you want to survive - look how long it took to catch the Unibomber, and that was because a family member figured it out.<br /><br />By contrast, the kid (and to a lesser extent, the mom) behave as though they're untouchable. The kid kills without a thought for not leaving evidence or a trail or a living witness. How these people managed to stay alive and undiscovered for a month is unbelievable, let alone decades or centuries.<br /><br />It's really a shame - this could have been so much more if it had been written plausibly, i.e., giving the main characters the level of common sense they would have needed to get by for so long.<br /><br />Other than that, not a bad showing. I loved the bit at the end where every cat in town converges on the house - every time I put out food on the porch and see our cats suddenly rush in from wherever they were before, I think of that scene.",0,0,0.1484375,llama_correct_bilstm_wrong
2061,"It goes without saying that a modicum of allowances has to be made when a true story is being adapted for the big screen. But if you shoot a fairy tale that has next to nothing to do with what actually happened - why call it Bugsy and make the audience believe this was a halfway true story? The Godfather trilogy processes many real characters and events, Once Upon A Time In America does it, too, but they don't claim to be telling true stories.<br /><br />* SPOILER*<br /><br />In the movie, Benny has this grand vision of a gambler's Eldorado; in real life Lansky had to argue him into going to Nevada. Benny deemed the notion of a counterpart to Monte Carlo idiotic, and he'd have preferred to continue his life as a playboy in L.A. Not until much later Benny warmed to the idea. But of course he's the hero of the movie, so naturally the idea had to be his.<br /><br />In the movie, Benny wants to use Count diFrasso to get close to Mussolini in order to assassinate him because he was Hitler's partner, and Hitler killed jews in gas chambers, after all. Obviously we're supposed to like Benny, so the screenwriters invented this nonsense. In real life, at that time nobody knew about the gas chambers, least of all Benny who was completely uninterested in politics. In fact he did use the countess' connection and he did visit Mussolini, but not to kill him, but to sell explosives to him. He even met Goebbels and Goering during his sojourn in Italy.<br /><br />The whole Greenberg subplot was nonsense. Greenberg didn't turn stool pigeon, he didn't seek refuge with Benny, Benny didn't kill him (that was up to Albert Tannenbaum)... at least they got the name right.<br /><br />I guess it was supposed to be very romantic to have Virginia return to Benny, offering him the money she had stolen. The movie even goes so far to tell us via text panels that she ruefully returned the money to Lansky after Benny's assassination. Let me just say, revisionism just doesn't get more impudent than this.<br /><br />This list is by no means exhaustive - there's the issue with Benny's family not living in L.A, the way Benny deals with Dragna and Adonis, the portrayal of Costello (a disagreeable corporate type), Lansky (a lovable teddy bear), Benny himself (an aging windbag who wouldn't have reached age 12 if he had regularly gone ""bugsy"" in situations like those in the movie, and what's more, who neither has the good looks nor the charisma of Benny Siegel) and many others. Apart from a few hard facts nothing's right in this flick.<br /><br />* SPOILERS END HERE*<br /><br />All in all, this is the one mafia movie that manages to be even more ridiculously bad than Harlem, NY. But honor where honor is due: This is a feat in itself.",0,1,0.6928515434265137,"It goes without saying that a modicum of allowances has to be made when a true story is being adapted for the big screen. But if you shoot a fairy tale that has next to nothing to do with what actually happened - why call it Bugsy and make the audience believe this was a halfway true story? The Godfather trilogy processes many real characters and events, Once Upon A Time In America does it, too, but they don't claim to be telling true stories.<br /><br />* SPOILER*<br /><br />In the movie, Benny has this grand vision of a gambler's Eldorado; in real life Lansky had to argue him into going to Nevada. Benny deemed the notion of a counterpart to Monte Carlo idiotic, and he'd have preferred to continue his life as a playboy in L.A. Not until much later Benny warmed to the idea. But of course he's the hero of the movie, so naturally the idea had to be his.<br /><br />In the movie, Benny wants to use Count diFrasso to get close to Mussolini in order to assassinate him because he was Hitler's partner, and Hitler killed jews in gas chambers, after all. Obviously we're supposed to like Benny, so the screenwriters invented this nonsense. In real life, at that time nobody knew about the gas chambers, least of all Benny who was completely uninterested in politics. In fact he did use the countess' connection and he did visit Mussolini, but not to kill him, but to sell explosives to him. He even met Goebbels and Goering during his sojourn in Italy.<br /><br />The whole Greenberg subplot was nonsense. Greenberg didn't turn stool pigeon, he didn't seek refuge with Benny, Benny didn't kill him (that was up to Albert Tannenbaum)... at least they got the name right.<br /><br />I guess it was supposed to be very romantic to have Virginia return to Benny, offering him the money she had stolen. The movie even goes so far to tell us via text panels that she ruefully returned the money to Lansky after Benny's assassination. Let me just say, revisionism just doesn't get more impudent than this.<br /><br />This list is by no means exhaustive - there's the issue with Benny's family not living in L.A, the way Benny deals with Dragna and Adonis, the portrayal of Costello (a disagreeable corporate type), Lansky (a lovable teddy bear), Benny himself (an aging windbag who wouldn't have reached age 12 if he had regularly gone ""bugsy"" in situations like those in the movie, and what's more, who neither has the good looks nor the charisma of Benny Siegel) and many others. Apart from a few hard facts nothing's right in this flick.<br /><br />* SPOILERS END HERE*<br /><br />All in all, this is the one mafia movie that manages to be even more ridiculously bad than Harlem, NY. But honor where honor is due: This is a feat in itself.",0,0,0.0028076171875,llama_correct_bilstm_wrong
2075,"Critters 4 ranks as one of the greatest films of the twentieth century. The word classic has never been so aptly used as in describing this mind-blowing epic. I agree that the original Critters is the best of the series, but the claustrophobic tension of the space station in which Critters 4 is set really must be seen to be believed. I strongly recommend this to anyone interested in seeing one of twentieth century's major film landmarks.",1,1,0.9906172156333924,"Critters 4 ranks as one of the greatest films of the twentieth century. The word classic has never been so aptly used as in describing this mind-blowing epic. I agree that the original Critters is the best of the series, but the claustrophobic tension of the space station in which Critters 4 is set really must be seen to be believed. I strongly recommend this to anyone interested in seeing one of twentieth century's major film landmarks.",1,0,0.1640625,bilstm_correct_llama_wrong
2078,"There's only 2 reasons I watch this show...I invested the time already in previous episodes and Col Tigh. For all you supposed Sci-Fi fans out there who love the new BSG, give me a break! Go read some classic Sci-Fi novels by the true greats or watch some of the milestone films and TV shows from days gone by and you'll see what hacks these BSG writers are. Their only gimmick is ""who is the fifth cylon"". Poor writing and really, truly no sense of character development. If Adama resigns or tries to take power or cries again or discovers the inner father he should have been one more time...ahhhhh! And Roslin is as annoying a character that's ever been put aboard a starship. Out the airlock with her. I could care less if it's six more months before they conclude. These wannabe writers were out of tricks in season one. If you don't know that, you just don't know writing.",0,1,0.5180703997612,"There's only 2 reasons I watch this show...I invested the time already in previous episodes and Col Tigh. For all you supposed Sci-Fi fans out there who love the new BSG, give me a break! Go read some classic Sci-Fi novels by the true greats or watch some of the milestone films and TV shows from days gone by and you'll see what hacks these BSG writers are. Their only gimmick is ""who is the fifth cylon"". Poor writing and really, truly no sense of character development. If Adama resigns or tries to take power or cries again or discovers the inner father he should have been one more time...ahhhhh! And Roslin is as annoying a character that's ever been put aboard a starship. Out the airlock with her. I could care less if it's six more months before they conclude. These wannabe writers were out of tricks in season one. If you don't know that, you just don't know writing.",0,0,0.010986328125,llama_correct_bilstm_wrong
2093,"This is the least scary film i have ever seen. How the blob manages to eat anyone is the biggest mystery of the film. The blob moves so slowly that an o.a.p in a zimmerframe could escape it. The blob has a large slice of luck coming across a typical horror film woman who instead of running away stands still for half an hour so that she can be eaten. If you havent seen this film i recommend you do, its far too funny to be taken seriously.",0,1,0.936631679534912,"This is the least scary film i have ever seen. How the blob manages to eat anyone is the biggest mystery of the film. The blob moves so slowly that an o.a.p in a zimmerframe could escape it. The blob has a large slice of luck coming across a typical horror film woman who instead of running away stands still for half an hour so that she can be eaten. If you havent seen this film i recommend you do, its far too funny to be taken seriously.",0,0,0.00970458984375,llama_correct_bilstm_wrong
